row_index,key,contoh,googlecontoh
142051,ubahan,ini adalah ubahan adikku,this is my sister's change
142053,uban,sehelai dua helai uban sudah menyelusuri warna hitam rambutnya,a strand or two of gray hair had already penetrated the black color of his hair
142054,ubanan,kepalanya sudah ubanan,his head is already gray
142066,ubek-ubekan,saya tadi ubek-ubekan di hutan bambu dan akhirnya berhasil menemukan jalan keluar,I was rummaging through the bamboo forest and finally managed to find a way out
142069,ubel-ubel,kampung Tanah Tinggi pernah digeledah beberapa kali oleh si ubel-ubel,Tanah Tinggi village has been searched several times by the ubel-ubel
142100,ubub,napas si sakit seperti bunyi ubub pandai besi,the sick man's breath was like the sound of a blacksmith's bellows
142102,ubudiah,"ajaran Al-Qur'an tidak hanya memberikan tuntunan ubudiah, melainkan juga keduniaan","The teachings of the Qur'an not only provide spiritual guidance, but also worldly guidance"
142109,ucap,demikianlah ucapnya,that's what he said
142111,ucapan,ucapannya menyentuh perasaanku,his words touched my feelings
142112,ucapan,ucapan /w/ dalam bahasa Belanda tidak sama dengan ucapan /w/ dalam bahasa Indonesia,/w/ in Dutch is not the same as /w/ in Indonesian
142113,ucapan,puas rasanya mendengarkan ucapan beliau dalam upacara itu,I was satisfied listening to his speech at the ceremony.
142114,ucapan,dia banyak menerima telegram ucapan selamat atas keberhasilannya,He received many telegrams congratulating him on his success.
142127,uda,pak uda; mak uda,Mr. Uda; Mrs. Uda
142169,udara,berjalan-jalan menghirup udara segar,take a walk to get some fresh air
142170,udara,asap hitam mengepul ke udara,black smoke billowed into the air
142171,udara,udara dalam bulan ini sangat panas,The air this month is very hot
142172,udara,hubungan udara antara Jakarta dan kota-kota besar di seluruh Indonesia sudah lancar; pelabuhan udara; pos udara,Air connections between Jakarta and major cities throughout Indonesia are smooth; airports; airmail
142173,udara,udara desa itu sedang tegang menjelang pemilihan lurah,The village air was tense ahead of the village head election
142208,udeng,udeng yang dipakai pada kepala dapat menjadi pengganti kopiah,The udeng worn on the head can be a substitute for the kopiah
142210,udi,celaka dan udilah orang tamak itu,woe and curse those greedy people
142211,udik,perahu yang ke udik harus didayung,the boat that goes upstream must be rowed
142212,udik,setiap Lebaran banyak orang Jakarta pulang ke udik,"Every Eid, many people from Jakarta return to their hometowns"
142213,udik,masih udik benar orang ini,this person is still really a country bumpkin
142218,udu,orang takabur udu Allah,arrogant people
142231,ufuk,cahaya merah mulai terbentang di ufuk barat,a red light began to spread across the western horizon
142238,ugal-ugalan,banyak pengendara sepeda motor yang suka ugal-ugalan di jalan umum,Many motorcyclists like to drive recklessly on public roads
142243,ugeran,kita harus mematuhi adat dan ugeran masyarakat,we must obey the customs and traditions of society
142244,uget-uget,di selokan yang airnya tidak mengalir kita dapati banyak uget-uget,"In ditches where the water doesn't flow, we find a lot of gushing"
142273,ujar,begitu ujar anak itu kepada teman-temannya,that's what the child said to his friends
142275,ujar-ujar,"ingatlah ujar-ujar orang tua, yang menanam yang memetik","remember the saying of the old people, who sows, who reaps"
142321,ujian,ujian kenaikan kelas diselenggarakan di sekolah masing-masing,class promotion exams are held at each school
142322,ujian,musibah ini adalah ujian dari Tuhan,This disaster is a test from God
142334,ujian negara,pemerintah memutuskan untuk menyelenggarakan ujian negara negara sebagai pengganti ujian sekolah,the government decided to hold national exams as a replacement for school exams
142346,ujud,ujud perkataannya kurang jelas,the meaning of the words is not clear
142347,ujug-ujug,"prestasi itu tidak datang secara ujug-ujug, melainkan berproses","Achievement does not come suddenly, but rather is a process"
142351,ujung,serangga itu merusakkan ujung akar anggrek; berbelok di ujung jalan,the insect damaged the tip of the orchid root; turned at the end of the road
142352,ujung,ujung hidung; ujung jari; ujung tombak,tip of nose; tip of finger; tip of spear
142354,ujung,ujung pembicaraan baginda masih terhadap hal itu jua; gajinya tidak cukup sampai ke ujung bulan,The end of his conversation was still on the same subject; his salary was not enough to last until the end of the month.
142355,ujung,saya maklum akan ujung perkataannya itu,I understand the end of his words
142360,ujung jari,"di era teknologi modern ini, informasi ada di ujung jari jari Anda","In this era of modern technology, information is at your fingertips."
142370,ujung pangkal,tidak tentu ujung pangkal pangkal,uncertain end base base
142376,ujung-ujungnya,ujung-ujungnya mereka selalu dirugikan,in the end they always suffer losses
142380,ukare,gunung itu mengeluarkan ukare tadi pagi,The mountain released ukare this morning
142384,ukhrawi,yang bersifat duniawi ataupun yang bersifat ukhrawi; memberi kebahagiaan duniawi dan ukhrawi,worldly or spiritual in nature; gives worldly and spiritual happiness
142386,ukhuah,perlu ditingkatkan rasa ukhuah di antara sesama anggota masyarakat,it is necessary to increase the sense of brotherhood among fellow members of society
142387,ukhuah islamiah,penyantunan fakir miskin merupakan perwujudan ukhuah islamiah Islamiah,providing assistance to the poor is a manifestation of Islamic brotherhood
142393,ukir-ukiran,mereka sedang memperhatikan ukir-ukiran indah pada dinding,they were looking at the beautiful carvings on the walls
142394,ukiran,kursi ukiran ini berasal dari Jepara,This carved chair comes from Jepara
142403,uksorilokal,adat Madura bersifat uksorilokal,Madurese customs are uxorilocal in nature
142408,ukup,air ukup air wangi-wangian,"enough water, fragrant water"
142418,ukuran,kertas dengan ukuran 34 x 22 cm,paper measuring 34 x 22 cm
142420,ukuran,ukurannya hanya menggunakan jengkal,the size is only a span
142421,ukuran,bertindak tanpa ukuran,act without measure
142432,ulah,faktor lain penyebab merajalelanya korupsi itu adalah ulah pelakunya yang kurang bertanggung jawab,Another factor causing rampant corruption is the irresponsible actions of the perpetrators.
142433,ulah asmara,dalam taksi yang sedang berhenti di sana itu ada muda-mudi sedang melakukan ulah asmara asmara,"In the taxi that was stopped there, there were young people engaged in romantic acts."
142438,ulak-ulak,ulak-ulak pinggang,waist girdle
142439,ulak-ulak,ulak-ulak air,water snake
142441,ulam,"dia makan nasi ulam; diramunya pucuk daun kemangi, taoge, dan irisan ketimun untuk ulam yang akan dihidangkan dalam jamuan itu","He ate ulam rice; he mixed basil shoots, bean sprouts, and cucumber slices for the ulam that would be served at the banquet."
142446,ulama,ia seorang ulama besar pada zaman kebangkitan Islam,He was a great scholar during the Islamic revival era
142454,ulang,perbuatan itu tidak akan saya ulang,I will not repeat that action
142455,ulang,cetak ulang,reprint
142458,ulang tahun,ia sedang memperingati ulang tahun anaknya; pesta ulang tahun,he is celebrating his son's birthday; birthday party
142459,ulang tahun,upacara ulang tahun Kemerdekaan Republik Indonesia dilaksanakan di seluruh pelosok tanah air,Republic of Indonesia Independence Day ceremonies were held throughout the country
142460,ulang-alik,penerbangan ulang-alik Jakarta–Surabaya,Jakarta–Surabaya shuttle flight
142464,ulang-ulang,jangan kauulang-ulang lagi kesalahan seperti itu,don't repeat mistakes like that again
142466,ulangan,latihan ulangan; siaran ulangan; berita ulangan,repeat practice; repeat broadcast; repeat news
142467,ulangan,besok ada ulangan matematika,there is a math test tomorrow
142498,ular kembang,"agar pemerintahan kuat, golongan ular kembang kembang harus disingkirkan dari pimpinan","In order for the government to be strong, the snake flower group must be removed from the leadership."
142533,ular-ular,pihak pengantin laki-laki bersedia menyampaikan ular-ular,the groom's party is willing to deliver the snakes
142539,ulas,mulut seperti dua ulas limau besar; bibirnya seperti seulas limau,mouth like two large lime slices; lips like a single lime slice
142546,ulasan,ulasan ini merupakan tanggapan atas perubahan tugas Keluarga Berencana,This review is a response to changes in the Family Planning task.
142584,ulet,"talinya sangat ulet, terbuat dari kulit waru","the rope is very tough, made of hibiscus skin"
142585,ulet,"musuhnya ulet, perlu dilawan dengan senjata yang ampuh","the enemy is tough, it needs to be fought with powerful weapons"
142586,uli,jajan uli,Uli's snacks
142597,ulit,"kalau kita ulit dengan utang, kepercayaan orang akan hilang","If we are stuck with debt, people's trust will be lost"
142613,ultimatum,tentara Sekutu memberikan ultimatum kepada tentara lawan untuk meletakkan senjata dan menyerah,Allied troops gave an ultimatum to the opposing troops to lay down their weapons and surrender.
142614,ultimo,terima kasih atas surat Tuan tanggal 9 ultimo,"Thank you for your letter, sir, dated 9th of July."
142617,ultra-,ultrakonservatif,ultraconservative
142618,ultra-,ultraliberal,ultraliberal
142626,ultramarin,sepotong awan putih di langit ultramarin,a piece of white cloud in the ultramarine sky
142661,ulung,pemimpin ulung; pencuri ulung,master leader; master thief
142666,ulur,yang mencuri itu masuk ulur kepada yang empunya harta,The one who steals goes to the owner of the property
142688,umara,kerja sama ulama dan umara mutlak diperlukan dalam pembangunan bangsa,Collaboration between ulama and umara is absolutely necessary in nation building
142699,umban,batu-batu ini dilontarkan dari umban yang digunakan oleh tentara musuh,These stones were thrown from slings used by enemy soldiers.
142706,umbi,wortel adalah sayuran yang termasuk kelompok umbi,Carrots are vegetables that belong to the tuber group.
142716,umbi-umbian,umbi-umbian dapat sebagai pengganti nasi dalam musim paceklik,tubers can be a substitute for rice in the lean season
142732,umbul,soal retribusi penggunaan umbul masih dalam pembahasan,The matter of fees for using the pennant is still under discussion
142741,umbut,alangkah nikmatnya apabila makan dengan sayur umbut kelapa pada tengah hari,How delicious it would be to eat coconut root vegetables in the middle of the day
142759,umpama,aku ini umpama burung dalam sangkar,I am like a bird in a cage
142760,umpama,"ini baru umpama saja, jadi belum benar-benar ada","This is just an example, so it doesn't really exist yet"
142764,umpan,kambing itu akan dipergunakan sebagai umpan untuk menangkap harimau; sebelum memancing harus sedia umpan,"the goat will be used as bait to catch the tiger; Before fishing, you must prepare bait"
